Piezo 1,Piezo 2,MQ2,MQ135,ACCELX,ACCELY,ACCELZ,PITCH,ROLL,YAW,WATER,HUMIDITY,TEMPERATURE,STATUS
60,82,81,82,3.39,-9.55,-1.77,6.15,-2.89,0.79,82,40,31,Water
34,186,81,82,2.83,-9.41,0.21,6.15,-2.89,0.79,83,39,31,Water
211,20,83,82,2.95,-11.43,1.86,6.74,-2.89,0.79,84,39,31,Water
10,132,81,83,1.03,-9.74,-2.09,6.74,-2.89,0.79,85,39,31,Water
102,91,82,82,3.03,-9.04,-0.22,7.3,-2.89,0.79,86,41,30,Water
164,83,83,81,3.57,-10.16,-0.67,7.3,-2.89,0.79,87,38,28,Water
4,29,80,83,0.85,-9.09,0.19,7.3,-2.89,0.79,88,40,31,Water
145,139,83,83,-0.89,-8.18,-0.64,7.3,-2.59,0.79,89,40,30,Water
210,37,83,81,1.87,-11.13,0.85,7.3,-2.59,0.79,90,39,31,Water
69,66,82,82,1.11,-7.7,-0.42,6.53,-2.21,0.79,91,39,31,Water
198,17,82,81,2.66,-9.17,-0.58,6.53,-2.21,0.79,92,39,32,Water
154,30,82,82,2.68,-8.42,-0.58,6.53,-2.21,0.79,93,40,30,Water
197,15,82,82,4.13,-9.05,-1.1,7.55,-2.48,0.79,94,39,31,Water
149,178,82,82,2.49,-9.54,0.86,7.55,-2.48,0.79,95,41,31,Water
213,190,82,82,3.66,-10.72,1.47,7.55,-2.48,0.79,96,39,31,Water
52,1,81,83,3.13,-9.23,0.43,7.55,-2.48,0.79,97,40,31,Water
0,133,81,82,3.29,-8.3,0.29,6.89,-2.09,0.79,98,40,31,Water
0,71,81,82,1.6,-12.11,0.13,6.89,-2.09,0.79,99,40,31,Water
186,45,83,82,3.99,-9.5,-0.04,6.89,-2.09,0.79,100,39,31,Water
10,219,82,82,1.49,-9.36,-1.93,7.55,-2.09,0.79,101,40,31,Water
143,64,84,82,1.51,-5.81,-1.23,7.55,-2.09,0.79,102,40,31,Water
237,22,82,82,5.83,-15.14,1.14,7.55,-2.09,0.79,103,40,31,Water
56,72,81,80,3.9,-7.82,1.28,8.34,-2.09,0.79,104,40,31,Water
192,76,81,82,4.22,-10.72,1.78,8.34,-2.09,0.79,105,40,31,Water
95,250,80,81,0.91,-9.27,0.82,8.34,-2.09,0.79,106,39,31,Water
225,7,82,80,4.23,-7.41,0.36,8.34,-2.09,0.79,107,40,31,Water
128,16,81,83,3.18,-8.45,1.48,8.34,-2.09,0.79,108,40,31,Water
23,34,82,80,3.04,-10.15,2.07,8.34,-2.09,0.79,109,39,31,Water
81,58,81,81,2.75,-9.88,-0.52,8.34,-2.09,0.79,110,40,31,Water
204,136,80,80,6.49,-9.53,-1.43,9,-2.51,0.79,111,39,32,Water
96,73,81,83,3.96,-8.98,1.79,9,-2.51,0.79,112,38,28,Water
17,54,82,84,0.19,-9.01,-2.91,9.78,-2.51,0.79,113,40,31,Water
78,28,82,80,4.32,-8.6,0.59,9.78,-2.78,0.79,114,40,31,Water
178,12,82,83,2.79,-8.35,1.22,9.78,-2.78,0.79,115,39,31,Water
235,28,83,82,4.87,-8.42,4.13,9.78,-2.78,0.79,116,40,32,Water
140,111,82,83,0.43,-15.79,3.77,9.78,-2.78,0.79,117,39,31,Water
195,31,83,87,3.43,-9.82,-0.36,9.78,-2.78,0.79,118,40,31,Water
225,237,81,81,2.18,-9.72,-5.1,11.44,-3.36,0.79,119,39,32,Water
35,81,81,85,3.07,-6.81,1.06,11.44,-3.68,0.79,120,40,32,Water
70,234,83,78,4.32,-7.81,3.08,12.43,-3.39,0.79,121,39,31,Water
99,150,80,82,1.62,-8.97,-0.34,12.43,-2.89,0.29,122,35,28,Water
23,195,82,84,0.34,-10.74,-1.18,11.15,-3.55,1.01,123,39,31,Water
49,26,83,83,1.92,-10.71,0.71,12.6,-3.25,0.55,124,41,30,Water
45,235,82,83,1.41,-6.99,-0.06,11.35,-3.55,1.15,125,39,31,Water
175,227,83,82,1.8,-12.08,-0.41,12.61,-3.55,1.15,126,40,32,Water
168,55,83,80,0.78,0.09,-0.97,12.61,-3.55,1.15,127,40,31,Water
63,210,82,82,-0.3,-5.68,-1.06,12.61,-3.55,1.15,128,40,31,Water
134,112,82,82,0.72,-8.23,-4.09,13.2,-3.89,1.15,129,37,27,Water
173,71,83,82,3.65,-10.06,-0.18,14.37,-4.37,1.15,130,39,32,Water
162,43,82,83,2.48,-9.91,-1.91,14.37,-4.37,1.15,131,34,29,Water
186,32,83,83,2.99,-7.35,-0.61,14.37,-4.37,1.15,132,40,31,Water
216,32,85,84,3.08,-9.18,0.43,14.37,-4.37,1.15,133,40,31,Water
208,150,82,83,0.67,-6.83,0.33,14.37,-4.37,1.15,134,39,32,Water
179,223,83,83,1.62,-9.97,-1.85,14.37,-4.37,1.15,135,39,31,Water
78,20,83,84,2.43,-12.37,-0.78,14.37,-4.78,1.15,136,39,32,Water
40,223,85,83,8.26,-5.61,1.56,14.37,-4.78,1.15,137,40,31,Water
2,8,83,83,2.2,-9.93,-4.17,14.37,-4.78,1.15,138,40,30,Water
216,80,83,84,3.55,-9.45,0.44,15.53,-4.78,1.15,139,40,30,Water
71,0,85,84,2.99,-8.88,-0.46,15.53,-4.78,1.15,140,40,32,Water
101,235,83,87,1.24,-18.96,0.51,15.53,-4.78,1.15,141,41,30,Water
229,54,85,84,4.12,-7.89,1.32,15.53,-4.78,1.15,142,36,27,Water
10,180,84,86,2.11,-9.43,-2.5,15.53,-4.78,1.15,143,38,27,Water
190,248,87,85,1.81,-11.34,-0.27,15.53,-4.78,1.15,144,40,31,Water
238,107,85,83,3.97,-8.08,1.4,16.81,-5.32,1.15,145,40,31,Water
40,211,86,84,3.02,-9.4,0.95,16.81,-5.32,1.15,146,40,31,Water
155,38,85,80,2.85,-10.49,-2.48,16.81,-5.32,1.15,147,39,31,Water
6,169,81,87,2.38,-8.88,-0.48,16.81,-5.32,1.15,148,39,31,Water
41,79,84,84,-1.46,-16.1,3.6,16.23,-5.32,1.15,149,40,32,Water
189,135,85,86,3.5,-8.57,0.05,16.23,-5.32,1.15,150,40,31,Water
252,70,83,85,-1.02,-11.91,1.23,16.23,-5.32,1.15,151,38,31,Water
79,172,82,86,2.11,-8.65,-1.56,16.23,-5.32,1.15,152,34,25,Water
28,216,84,83,0.86,-8.02,-1.28,17.64,-5.61,1.72,153,40,32,Water
11,3,84,85,4.06,-7.99,0.93,18.54,-5.61,1.72,154,38,31,Water
70,122,85,84,2.17,-8.9,-0.69,18.54,-5.61,1.72,155,41,30,Water
76,59,86,84,4.07,-7.74,1.17,18.54,-5.9,1.72,156,38,27,Water
170,198,84,84,3.91,-7.94,1.23,17.9,-5.9,1.72,157,39,31,Water
32,99,84,83,0.78,-8.65,1.52,17.9,-5.9,1.72,158,40,31,Water
130,70,84,84,1.71,-8.81,-1.75,17.9,-5.9,1.72,159,40,32,Water
164,167,86,84,-5.61,-15.67,-1.45,17.9,-6.37,2.19,160,38,28,Water
45,249,84,83,3.45,-9.84,1.07,18.8,-6.37,2.19,161,41,30,Water
253,46,83,84,2.96,-8.58,-0.57,18.8,-6.37,2.19,162,40,32,Water
12,204,83,84,2.58,-12.29,-0.33,18.8,-6.37,2.19,163,40,31,Water
36,74,82,83,4.98,-12.66,1.12,18.8,-6.76,2.19,164,40,32,Water
73,0,86,80,3.03,-8.68,-0.12,19.45,-6.76,2.19,165,40,31,Water
95,103,84,84,0.78,-9.24,0.41,19.45,-6.76,2.19,166,39,31,Water
190,113,84,83,2.4,-8.79,-1.53,19.45,-6.76,2.19,167,40,31,Water
218,112,84,84,3.78,-8.75,-0.76,20.72,-6.76,2.55,168,41,30,Water
107,14,82,84,4.22,-9.5,1.65,20.72,-6.76,2.55,169,40,32,Water
93,85,84,84,-0.28,-7.95,0.06,20.72,-6.76,2.55,170,39,32,Water
94,235,84,84,3.91,-9.11,0.12,20.72,-6.76,2.55,171,40,31,Water
196,0,84,83,2.54,-9.67,-1.31,20.72,-6.76,2.55,172,38,27,Water
30,216,83,84,-1.83,-14.28,1.36,20.72,-6.76,2.55,173,40,31,Water
31,121,82,83,2.8,-9.01,0.61,20.72,-6.76,2.55,174,41,31,Water
234,33,84,85,5.41,-8.72,2.68,20.72,-6.76,2.55,175,39,31,Water
180,68,83,83,5.1,-8.15,0.42,22.07,-6.76,2.55,176,40,31,Water
102,46,83,84,1.79,-9.84,0.49,22.07,-6.76,2.55,177,36,27,Water
230,107,83,83,3.59,-8,0.57,22.07,-6.76,2.55,178,40,31,Water
194,5,83,85,2.79,-9.4,1.34,22.07,-6.76,2.55,179,40,31,Water
205,43,86,84,5.37,-7.21,1.58,22.8,-7.24,2.55,180,40,32,Water
187,141,82,87,2.66,-7.99,0.4,22.8,-7.24,2.55,181,40,31,Water
130,162,83,84,6.17,-8.17,0.86,22.8,-7.24,2.55,182,40,32,Water
112,12,81,86,4.62,-11.59,-1.38,23.39,-7.24,2.55,183,40,31,Water
122,230,82,84,2.95,-8.41,-1.19,23.39,-7.24,2.55,184,41,30,Water
84,33,84,83,1.89,-10.38,-0.57,23.39,-7.24,2.55,185,40,31,Water
6,140,84,85,-1.63,-19.16,4.95,22.61,-7.24,2.55,186,34,28,Water
41,145,85,83,3.67,-7.78,1.41,22.61,-7.24,2.55,187,41,30,Water
213,112,85,85,3.49,-8.3,0.73,22.61,-7.24,2.55,188,40,31,Water
0,91,85,84,-0.58,-7.19,-0.6,22.61,-7.24,2.55,189,39,31,Water
108,64,86,82,1.99,-8.75,-4.36,23.71,-7.24,2.55,190,40,32,Water
195,208,86,82,3.8,-8.48,-0.05,23.71,-7.24,2.55,191,40,32,Water
139,170,84,84,3.36,-7.7,0.33,23.71,-7.24,2.55,192,39,28,Water
0,85,83,82,3.87,-8.85,2.26,22.89,-7.24,2.55,193,40,32,Water
160,236,83,83,4.34,-11.03,-0.45,22.89,-7.24,2.55,194,40,31,Water
125,215,83,83,2.42,-9.53,-2.09,22.89,-7.24,2.55,195,40,30,Water
109,0,83,85,1.79,-13.53,0.28,22.89,-7.24,2.55,196,40,28,Water
204,216,84,84,5.03,-11.03,-0.25,24.1,-7.66,2.55,197,40,31,Water
164,214,85,82,4.24,-7.72,1.21,24.1,-7.66,2.55,198,40,31,Water
67,160,85,84,2.54,-9.39,-1.41,24.1,-7.66,2.55,199,36,29,Water
29,228,83,83,3.23,-8.61,0.7,24.1,-7.66,2.55,200,40,31,Water
225,139,84,83,3.27,-9.1,-0.22,24.1,-7.66,2.55,201,40,31,Water
41,142,85,83,3.36,-8.96,2.19,24.1,-7.66,2.55,202,39,32,Water
109,56,84,80,3.37,-12.49,1.97,24.1,-7.66,2.55,203,40,31,Water
42,10,83,83,0.47,-10.6,-1.07,24.1,-7.66,2.55,204,40,31,Water
163,64,83,83,1.58,-10.05,1.35,24.1,-7.66,2.55,205,39,31,Water
234,254,83,83,-0.32,-7.38,-2.6,24.1,-7.66,2.55,206,40,31,Water
85,0,83,83,3.22,-8.96,-0.73,24.1,-7.66,2.55,207,40,31,Water
214,113,83,83,2.37,-9.4,-1.45,24.1,-7.66,2.55,208,37,28,Water
79,183,84,83,1.59,-9.57,-1.78,24.81,-7.66,2.55,209,40,31,Water
104,141,84,84,4.02,-8.84,0.31,25.55,-7.66,2.55,210,41,31,Water
190,211,85,85,2.44,-9.62,-0.83,25.55,-7.66,2.55,211,40,30,Water
178,189,83,83,2.55,-9.41,-0.23,25.55,-7.66,2.55,212,38,28,Water
27,135,83,82,2.38,-8.93,0.53,25.55,-7.66,2.55,213,39,31,Water
46,36,83,83,3.36,-9.22,-0.98,25.55,-7.66,2.55,214,32,26,Water
190,48,80,82,2.57,-12.92,0.16,25.55,-7.66,2.55,215,40,31,Water
0,255,83,83,3.72,-10.41,1.07,25.55,-7.66,2.55,216,40,32,Water
150,202,83,84,0.04,-9.83,-2.51,26.22,-7.66,2.55,217,40,31,Water
85,75,84,82,2.84,-9.85,0.21,26.22,-7.66,2.55,218,39,31,Water
20,224,84,82,1.69,-10.55,-1.53,26.22,-7.66,2.55,219,40,31,Water
1,90,80,80,2.91,-8.96,-0.72,26.22,-7.66,2.55,220,40,31,Water
104,132,87,80,2.09,-8.37,1.25,25.49,-7.21,2.55,221,39,31,Water
95,131,82,82,2.84,-9.87,-0.15,25.49,-7.21,2.55,222,40,31,Water
201,200,81,82,4.36,-8.38,2.71,25.49,-7.21,2.55,223,35,27,Water
175,91,81,82,3.91,-8.45,1.19,25.49,-7.21,2.17,224,40,31,Water
255,0,82,83,3.47,-9.75,-1.69,25.49,-7.21,2.17,225,40,31,Water
76,93,82,83,3.79,-8.91,-0.15,25.49,-7.21,2.17,226,40,31,Water
0,0,84,84,1.14,-10.44,-2.62,26.11,-7.21,2.17,227,39,31,Water
85,204,83,84,1.98,-10.1,-1.31,26.11,-7.21,2.17,228,39,32,Water
21,7,83,84,3.1,-9.27,1.03,26.11,-7.21,2.17,229,39,31,Water
203,86,85,84,2.12,-9.42,-1.51,26.11,-7.21,2.17,230,39,31,Water
28,231,83,84,3.26,-9.65,-0.81,26.11,-7.21,2.17,231,41,30,Water
87,97,83,82,3.13,-9.49,-0.48,26.11,-7.21,2.17,232,40,31,Water
58,80,85,83,3.23,-9.48,-0.54,26.11,-7.21,2.17,233,40,31,Water
104,32,80,82,3.33,-9.49,-0.38,26.11,-7.21,2.17,234,38,28,Water
29,228,82,82,3.38,-9.56,-0.54,26.11,-7.21,2.17,235,39,31,Water
210,205,82,82,3.36,-9.49,-0.35,26.11,-7.21,2.17,236,40,31,Water
113,144,82,82,3.26,-9.34,0.87,26.11,-7.21,2.17,237,39,31,Water
40,50,82,83,2.86,-9.78,-0.5,26.11,-7.21,2.17,238,40,32,Water
8,68,82,82,2.96,-9.5,-0.33,26.11,-7.21,2.17,239,40,31,Water
56,1,82,81,0.28,-13.29,0.9,26.11,-7.21,2.17,240,39,27,Water
208,26,83,84,2.31,-8.81,0.29,26.11,-7.21,2.17,241,40,31,Water
130,197,81,80,3.31,-8.38,0.31,26.11,-7.21,2.17,242,39,31,Water
126,152,82,82,3.95,-9.74,1.38,26.11,-7.21,2.17,243,39,31,Water
91,189,81,81,3.77,-10.85,-1.34,26.7,-7.21,2.17,244,37,28,Water
0,0,255,88,5.6,-7.59,3.06,0,0,0,0,36,28,Drunk
0,0,253,88,5.64,-7.54,2.98,0,0,0,0,40,32,Drunk
0,0,256,87,5.69,-7.55,3.01,0,0,0,0,40,31,Drunk
0,0,254,86,5.65,-7.57,3.07,0,0,0,0,40,31,Drunk
0,0,255,89,5.68,-7.51,3.08,0,0,0,0,39,31,Drunk
0,0,2,87,5.65,-7.54,3.05,0,0,0,0,40,31,Drunk
0,0,128,87,5.68,-7.59,3.11,0,0,0,0,40,31,Drunk
0,0,199,87,5.62,-7.57,3.11,0,0,0,0,40,31,Drunk
0,0,187,87,5.6,-7.57,3,0,0,0,0,40,31,Drunk
0,0,165,86,5.63,-7.57,3.01,0,0,0,0,40,32,Drunk
0,0,255,86,5.66,-7.56,2.97,0,0,0,0,40,32,Drunk
0,0,269,85,5.63,-7.58,3.06,0,0,0,0,39,32,Drunk
0,0,284,87,5.6,-7.63,3.03,0,0,0,0,40,32,Drunk
0,0,279,86,5.56,-7.59,3.01,0,0,0,0,39,31,Drunk
0,0,293.5,87,5.69,-7.56,3.08,0,0,0,0,39,31,Drunk
0,0,302.2,86,5.57,-7.56,3.1,0,0,0,0,40,32,Drunk
0,0,310.9,86,5.69,-7.58,3.05,0,0,0,0,40,31,Drunk
0,0,319.6,85,5.58,-7.57,3.04,0,0,0,0,40,31,Drunk
0,0,255,85,5.64,-7.59,3.13,0,0,0,0,38,28,Drunk
0,0,253,85,5.65,-7.56,3.12,0,0,0,0,40,31,Drunk
0,0,256,85,5.67,-7.64,3.02,0,0,0,0,40,31,Drunk
0,0,254,86,5.67,-7.63,3.1,0,0,0,0,39,31,Drunk
0,0,255,84,5.63,-7.57,3.01,0,0,0,0,39,31,Drunk
0,0,2,85,5.63,-7.57,2.98,0,0,0,1,32,26,Drunk
0,0,128,86,5.63,-7.61,3.01,0,0,0,0,40,31,Drunk
0,0,199,83,5.57,-7.59,3.07,0,0,0,0,39,31,Drunk
0,0,187,84,5.61,-7.6,3.17,0,0,0,0,38,33,Drunk
0,0,165,84,5.63,-7.62,3.12,0,0,0,0,40,31,Drunk
0,0,255,84,5.69,-7.51,3.09,0,0,0,0,40,32,Drunk
0,0,269,85,5.74,-7.55,3.05,0,0,0,0,39,31,Drunk
0,0,284,84,5.62,-7.53,2.96,0,0,0,0,32,26,Drunk
0,0,279,85,5.64,-7.57,2.98,0,0,0,0,39,32,Drunk
0,0,293.5,84,5.7,-7.58,3.1,0,0,0,0,32,26,Drunk
0,0,302.2,84,5.66,-7.6,3.07,0,0,0,0,39,32,Drunk
0,0,310.9,84,5.64,-7.57,3.06,0,0,0,0,39,31,Drunk
0,0,319.6,84,5.73,-7.57,3.02,0,0,0,0,40,32,Drunk
0,0,265.8419048,85,5.58,-7.58,3.13,0,0,0,0,39,32,Drunk
0,0,267.397323,83,5.6,-7.51,3.13,0,0,0,0,40,31,Drunk
0,0,268.9527413,83,5.68,-7.53,3.17,0,0,0,0,37,28,Drunk
0,0,270.5081596,84,5.63,-7.56,3.18,0,0,0,0,40,31,Drunk
0,0,272.0635779,82,5.63,-7.61,3.07,0,0,0,0,37,28,Drunk
0,0,273.6189961,83,5.72,-7.63,3.07,0,0,0,0,40,31,Drunk
0,0,275.1744144,83,5.65,-7.55,3.22,0,0,0,0,41,30,Drunk
0,0,276.7298327,84,5.68,-7.61,3.05,0,0,0,0,40,31,Drunk
0,0,278.285251,85,5.58,-7.57,3.04,0,0,0,0,40,31,Drunk
0,0,279.8406692,83,5.59,-7.57,3.06,0,0,0,0,41,30,Drunk
0,0,281.3960875,83,5.64,-7.57,3.2,0,0,0,0,38,27,Drunk
0,0,282.9515058,83,5.64,-7.6,3.11,0,0,0,0,38,27,Drunk
0,0,284.5069241,81,5.64,-7.57,3.11,0,0,0,0,39,31,Drunk
0,0,286.0623423,82,5.7,-7.58,3.15,0,0,0,0,38,27,Drunk
0,0,287.6177606,83,5.66,-7.6,3.17,0,0,0,0,38,27,Drunk
0,0,289.1731789,83,5.63,-7.58,3.07,0,0,0,0,40,31,Drunk
0,0,290.7285972,83,5.65,-7.58,3.07,0,0,0,0,39,32,Drunk
0,0,292.2840154,84,5.62,-7.53,3.06,0,0,0,3,41,30,Drunk
0,0,293.8394337,83,5.65,-7.54,3.08,0,0,0,0,34,25,Drunk
0,0,295.394852,82,5.59,-7.6,3.13,0,0,0,0,39,31,Drunk
0,0,296.9502703,83,5.61,-7.59,3.08,0,0,0,0,39,31,Drunk
0,0,298.5056885,82,5.59,-7.59,3.12,0,0,0,0,39,31,Drunk
0,0,300.0611068,83,5.66,-7.57,3,0,0,0,0,39,31,Drunk
0,0,301.6165251,81,5.63,-7.53,3.1,0,0,0,0,40,31,Drunk
0,0,303.1719434,83,5.61,-7.54,3.13,0,0,0,0,39,31,Drunk
0,0,304.7273616,82,5.65,-7.5,3.08,0,0,0,0,34,27,Drunk
0,0,306.2827799,83,5.64,-7.59,3.11,0,0,0,0,39,31,Drunk
0,0,307.8381982,82,5.64,-7.56,3.05,0,0,0,0,38,27,Drunk
0,0,309.3936165,81,5.64,-7.59,3.09,0,0,0,0,39,31,Drunk
0,0,310.9490347,81,5.64,-7.55,3.21,0,0,0,0,40,31,Drunk
0,0,312.504453,82,5.67,-7.6,3.03,0,0,0,0,39,31,Drunk
0,0,314.0598713,83,5.56,-7.59,3.11,0,0,0,0,37,27,Drunk
0,0,315.6152896,82,5.64,-7.59,3.12,0,0,0,0,40,31,Drunk
0,0,317.1707079,82,5.65,-7.59,3.15,0,0,0,0,39,31,Drunk
0,0,318.7261261,82,5.72,-7.6,2.97,0,0,0,0,39,32,Drunk
0,0,320.2815444,82,5.62,-7.52,3.07,0,0,0,0,40,31,Drunk
0,0,321.8369627,82,5.69,-7.57,3.03,0,0,0,0,39,32,Drunk
0,0,323.392381,82,5.58,-7.57,3.07,0,0,0,0,39,32,Drunk
0,0,324.9477992,80,5.62,-7.56,3.05,0,0,0,0,40,31,Drunk
0,0,326.5032175,82,5.64,-7.6,3.04,0,0,0,0,40,31,Drunk
0,0,328.0586358,83,5.62,-7.51,3.16,0,0,0,0,39,31,Drunk
0,0,329.6140541,83,5.61,-7.54,3.26,0,0,0,1,40,31,Drunk
0,0,331.1694723,82,5.64,-7.53,3.11,0,0,0,0,39,31,Drunk
0,0,332.7248906,82,5.66,-7.55,3.12,0,0,0,0,39,31,Drunk
0,0,334.2803089,80,5.61,-7.51,3.05,0,0,0,0,39,31,Drunk
0,0,335.8357272,82,5.56,-7.57,3.05,0,0,0,0,40,31,Drunk
0,0,337.3911454,82,5.63,-7.5,3.12,0,0,0,0,39,31,Drunk
0,0,338.9465637,81,5.63,-7.61,3.18,0,0,0,0,40,32,Drunk
0,0,340.501982,82,5.67,-7.57,3.1,0,0,0,0,30,25,Drunk
0,0,342.0574003,81,5.62,-7.59,3.04,0,0,0,0,39,31,Drunk
0,0,343.6128185,82,5.6,-7.56,3.07,0,0,0,0,39,31,Drunk
0,0,345.1682368,82,5.67,-7.59,3.1,0,0,0,0,40,31,Drunk
0,0,346.7236551,82,5.69,-7.56,3.13,0,0,0,0,30,26,Drunk
0,0,348.2790734,82,5.64,-7.57,3.21,0,0,0,0,37,28,Drunk
0,0,349.8344916,82,5.64,-7.57,3.1,0,0,0,0,39,31,Drunk
0,0,351.3899099,81,5.66,-7.6,3.1,0,0,0,0,40,31,Drunk
0,0,352.9453282,81,5.63,-7.54,3.07,0,0,0,0,39,31,Drunk
0,0,354.5007465,82,5.69,-7.56,3.11,0,0,0,0,40,31,Drunk
0,0,356.0561647,82,5.66,-7.53,3.07,0,0,0,0,40,31,Drunk
0,0,357.611583,82,5.62,-7.59,3.11,0,0,0,0,40,31,Drunk
0,0,359.1670013,81,5.65,-7.52,3.08,0,0,0,0,40,32,Drunk
0,0,360.7224196,81,5.63,-7.6,3.21,0,0,0,0,40,31,Drunk
0,0,362.2778378,80,5.64,-7.6,3.11,0,0,0,0,40,31,Drunk
0,0,363.8332561,82,5.6,-7.55,3.11,0,0,0,0,41,30,Drunk
0,0,365.3886744,82,5.6,-7.5,3.13,0,0,0,0,40,31,Drunk
0,0,366.9440927,81,5.65,-7.55,3.12,0,0,0,0,39,31,Drunk
0,0,368.4995109,82,5.68,-7.56,3.23,0,0,0,0,39,31,Drunk
0,0,370.0549292,81,5.67,-7.55,3.1,0,0,0,0,40,31,Drunk
0,0,371.6103475,82,5.65,-7.51,3.13,0,0,0,0,39,27,Drunk
0,0,373.1657658,81,5.63,-7.61,3.05,0,0,0,0,40,31,Drunk
0,0,374.721184,82,5.62,-7.59,3.03,0,0,0,0,39,31,Drunk
0,0,376.2766023,82,5.61,-7.58,3.13,0,0,0,0,41,30,Drunk
0,0,377.8320206,81,5.64,-7.53,3.07,0,0,0,0,40,31,Drunk
0,0,379.3874389,82,5.63,-7.57,3.18,0,0,0,0,40,31,Drunk
0,0,380.9428571,82,5.62,-7.56,3.11,0,0,0,0,40,31,Drunk
0,0,382.4982754,80,5.64,-7.57,3.14,0,0,0,0,39,31,Drunk
0,0,384.0536937,81,5.64,-7.55,3.13,0,0,0,0,40,31,Drunk
0,0,385.609112,81,5.65,-7.63,3.11,0,0,0,0,39,31,Drunk
0,0,387.1645302,82,5.61,-7.54,3.07,0,0,0,0,40,31,Drunk
0,0,388.7199485,83,5.65,-7.59,3.13,0,0,0,0,40,31,Drunk
0,0,390.2753668,81,5.66,-7.52,3.02,0,0,0,0,41,30,Drunk
0,0,391.8307851,81,5.72,-7.55,3.09,0,0,0,0,40,31,Drunk
0,0,393.3862033,81,5.68,-7.53,3.14,0,0,0,0,38,27,Drunk
0,0,394.9416216,83,5.67,-7.6,3.04,0,0,0,0,40,31,Drunk
0,0,396.4970399,82,5.57,-7.57,3.1,0,0,0,0,39,31,Drunk
0,0,398.0524582,81,5.64,-7.56,3.07,0,0,0,0,39,31,Drunk
0,0,399.6078764,81,5.58,-7.64,3.14,0,0,0,0,38,27,Drunk
0,0,401.1632947,80,5.64,-7.56,3.07,0,0,0,0,39,31,Drunk
0,0,402.718713,81,5.67,-7.59,3.14,0,0,0,0,40,31,Drunk
0,0,404.2741313,81,5.62,-7.52,3.05,0,0,0,0,39,31,Drunk
0,0,405.8295495,81,5.62,-7.6,3.12,0,0,0,0,39,31,Drunk
0,0,407.3849678,81,5.61,-7.59,3.06,0,0,0,0,39,31,Drunk
0,0,408.9403861,80,5.64,-7.56,3.07,0,0,0,0,39,31,Drunk
0,0,410.4958044,81,5.62,-7.61,3.12,0,0,0,0,40,32,Drunk
0,0,412.0512227,82,5.62,-7.54,3.07,0,0,0,0,40,31,Drunk
0,0,413.6066409,80,5.64,-7.58,3.08,0,0,0,0,39,31,Drunk
0,0,415.1620592,81,5.65,-7.6,3.13,0,0,0,0,40,31,Drunk
0,0,416.7174775,81,5.66,-7.6,3.07,0,0,0,0,40,31,Drunk
0,0,418.2728958,80,5.63,-7.55,3.12,0,0,0,0,40,31,Drunk
0,0,419.828314,84,5.69,-7.55,3.09,0,0,0,0,40,31,Drunk
0,0,421.3837323,81,5.57,-7.55,3.08,0,0,0,0,40,31,Drunk
0,0,422.9391506,81,5.62,-7.58,3.05,0,0,0,0,40,31,Drunk
0,0,424.4945689,80,5.65,-7.56,3.01,0,0,0,1,40,31,Drunk
0,0,426.0499871,80,5.65,-7.62,3.11,0,0,0,0,39,31,Drunk
0,0,427.6054054,80,5.67,-7.6,3.1,0,0,0,0,40,32,Drunk
0,0,429.1608237,81,5.61,-7.6,3.21,0,0,0,0,39,32,Drunk
0,0,430.716242,80,5.65,-7.57,3.11,0,0,0,0,40,31,Drunk
0,0,432.2716602,81,5.61,-7.59,3.15,0,0,0,0,40,31,Drunk
0,0,433.8270785,80,5.72,-7.61,3.13,0,0,0,0,40,30,Drunk
0,0,435.3824968,80,5.62,-7.57,3.09,0,0,0,0,39,31,Drunk
0,0,436.9379151,81,5.63,-7.52,3.08,0,0,0,0,37,28,Drunk
0,0,438.4933333,80,5.65,-7.62,3.09,0,0,0,0,40,31,Drunk
0,0,440.0487516,83,5.62,-7.59,3.09,0,0,0,0,39,28,Drunk
0,0,441.6041699,80,5.61,-7.6,3.14,0,0,0,0,40,31,Drunk
0,0,443.1595882,80,5.66,-7.59,3.06,0,0,0,0,40,31,Drunk
0,0,444.7150064,82,5.68,-7.55,3.21,0,0,0,0,40,31,Drunk
0,0,446.2704247,78,5.58,-7.57,3.14,0,0,0,0,41,30,Drunk
0,0,447.825843,81,5.63,-7.54,3.07,0,0,0,0,36,27,Drunk
0,0,449.3812613,81,5.69,-7.59,3.18,0,0,0,0,40,31,Drunk
0,0,450.9366795,81,5.66,-7.59,3.14,0,0,0,0,39,31,Drunk
0,0,452.4920978,81,5.63,-7.53,3.11,0,0,0,0,39,25,Drunk
0,0,454.0475161,80,5.59,-7.56,3.05,0,0,0,0,40,31,Drunk
0,0,455.6029344,81,5.62,-7.55,3.12,0,0,0,0,39,31,Drunk
0,0,457.1583526,81,5.6,-7.59,3.05,0,0,0,0,39,31,Drunk
0,0,458.7137709,80,5.7,-7.58,3.13,0,0,0,0,38,27,Drunk
0,0,460.2691892,81,5.6,-7.61,3.11,0,0,0,0,37,27,Drunk
0,0,461.8246075,81,5.64,-7.53,3.12,0,0,0,0,39,31,Drunk
0,0,463.3800257,81,5.62,-7.56,3.12,0,0,0,0,37,28,Drunk
0,0,464.935444,81,5.64,-7.51,3.03,0,0,0,0,40,31,Drunk
